EmpID,Equity,TrainingCost,EquipmentCost,TotalLeaves,TotalIncome,TotalExpense,TotalSavings
1275,Stocks,3529.87,1785.97,14,177829.51,32816.2,145013.31
1276,Options,2488.72,1227.14,2,103197.49,44424.78,58772.71000000001
1277,Options,3360.9,4675.78,20,166064.03,90894.29,75169.74
1278,Options,1485.61,1307.02,17,84897.9,41248.46,43649.439999999995
1279,Options,3289.84,2073.86,25,125667.04,64989.1,60677.939999999995
1280,Options,1763.99,540.35,26,133309.14,73348.8,59960.34000000001
1281,Stocks,4475.53,1356.39,30,76025.73,85282.48,-9256.75
1282,Stocks,4102.82,2723.16,9,83651.74,21364.81,62286.93000000001
1283,Stocks,1103.24,664.28,24,68325.04,93612.93,-25287.89
1284,Options,3034.55,4677.47,3,176557.85,68680.34,107877.51000000001
1285,Options,1149.66,1783.98,21,160327.98,20324.64,140003.34000000003
1286,Stocks,4435.45,4205.04,27,118358.99,70417.87,47941.12000000001
1287,Stocks,1793.36,4587.17,6,157419.94,87942.2,69477.74
1288,Options,2450.72,1312.99,30,185509.03,58772.91,126736.12
1289,Stocks,1774.27,3427.05,0,105948.95,69343.93,36605.020000000004
1290,Stocks,1343.56,4052.52,24,142432.07,61850.28,80581.79000000001
1291,Stocks,3174.64,3119.18,15,177546.77,96081.9,81464.87
1292,Options,2780.59,1127.24,14,189576.08,21789.88,167786.19999999998
1293,Stocks,1557.26,2467.42,27,128650.74,31969.8,96680.94
1294,Stocks,3320.64,4208.36,30,198347.04,42828.95,155518.09000000003
1295,Options,4110.4,2356.87,22,59339.92,55804.44,3535.479999999996
1296,Stocks,3755.74,4303.95,18,147724.55,49839.33,97885.21999999999
1297,Stocks,4623.6,1378.6,26,104382.54,28671.29,75711.25
1298,Options,1878.85,2288.57,3,50495.84,81613.42,-31117.58
1299,Options,1077.66,3750.84,15,50739.85,36742.73,13997.119999999995
1300,Options,1091.23,3482.69,16,146269.07,28560.03,117709.04000000001
1301,Stocks,3732.43,1513.83,24,193974.46,69566.69,124407.76999999999
1302,Stocks,2852.14,2674.63,7,145137.97,47270.76,97867.20999999999
1303,Options,2539.36,3027.06,21,75618.98,86926.76,-11307.779999999999
1304,Stocks,1600.77,1209.58,5,114426.75,22514.39,91912.36
1305,Stocks,3700.89,2022.72,4,199496.45,96922.64,102573.81000000001
1306,Stocks,4196.7,3658.7,23,196372.37,41237.84,155134.53
1307,Options,3245.73,4827.7,29,196970.9,73122.47,123848.43
1308,Stocks,1436.6,946.87,3,130550.37,22051.96,108498.41
1309,Options,2055.68,2814.0,28,142728.5,61111.62,81616.88
1310,Options,3433.61,4024.93,5,140962.74,35866.22,105096.51999999999
1311,Stocks,1283.66,1735.79,30,102329.6,79171.91,23157.690000000002
1312,Options,4251.14,1324.61,1,166129.91,67823.07,98306.84
1313,Stocks,4319.95,2296.96,9,188168.82,94844.03,93324.79000000001
1314,Stocks,2642.17,3291.39,12,68825.18,69594.92,-769.7400000000052
1315,Stocks,1608.67,1329.48,25,118120.09,25887.15,92232.94
1316,Stocks,4879.36,4683.73,8,57238.33,35962.54,21275.79
1317,Options,2208.52,3726.23,19,58520.24,23549.15,34971.09
1318,Stocks,1804.69,748.52,14,113386.5,47837.75,65548.75
1319,Options,1084.11,1836.19,8,198391.94,33450.34,164941.6
1320,Stocks,1972.06,4184.84,1,161700.47,33299.13,128401.34
1321,Options,2943.32,3608.59,9,128933.7,54968.44,73965.26
1322,Options,1807.98,3990.61,5,162606.77,69511.24,93095.52999999998
1323,Options,3003.23,3386.82,29,113760.28,94627.61,19132.67
1324,Stocks,3053.75,4982.29,27,120511.32,67690.42,52820.90000000001
1325,Stocks,3631.77,561.77,23,113914.15,79808.95,34105.2
1326,Options,1208.16,1932.75,10,73621.15,61305.39,12315.759999999995
1327,Stocks,3777.24,3064.32,5,56963.85,50323.6,6640.25
1328,Stocks,1018.28,3535.61,2,120079.43,50264.43,69815.0
1329,Options,3316.72,4770.75,5,138390.45,51509.83,86880.62000000001
1330,Options,1745.21,3834.42,21,98454.39,83455.37,14999.020000000004
1331,Stocks,3377.63,651.15,22,180605.7,83626.98,96978.72000000002
1332,Stocks,3410.05,3647.41,18,147499.1,72715.49,74783.61
1333,Options,2995.24,3613.77,19,193585.32,68278.14,125307.18000000001
1334,Stocks,2782.68,3918.64,11,50015.95,23948.37,26067.579999999998
1335,Stocks,2996.64,538.51,29,101901.24,55855.97,46045.270000000004
1336,Stocks,1126.67,4649.38,10,170378.41,27079.62,143298.79
1337,Options,1613.07,4475.31,0,97848.03,57064.52,40783.51
1338,Stocks,4408.31,1637.99,12,185420.07,66065.5,119354.57
1339,Options,4311.85,1396.6,22,135719.6,22544.2,113175.40000000001
1340,Stocks,3992.51,3664.03,25,115273.92,71561.62,43712.3
1341,Options,3811.48,2866.4,1,86015.96,46540.92,39475.04000000001
1342,Options,2723.9,4467.89,25,70997.07,82361.14,-11364.069999999992
1343,Options,3468.46,3495.87,24,163124.52,79975.35,83149.16999999998
1344,Stocks,1099.91,2665.18,21,149320.3,83540.43,65779.87
1345,Stocks,1540.4,1440.06,20,169364.74,78713.53,90651.20999999999
1346,Options,2114.63,4029.17,14,148318.84,88764.14,59554.7
1347,Stocks,2906.74,717.74,30,107316.39,84999.07,22317.319999999992
1348,Options,3195.99,2518.06,23,149188.2,65527.84,83660.36000000002
1349,Stocks,3593.13,3733.01,4,159540.75,20288.31,139252.44
1350,Stocks,1756.1,4058.68,3,196691.99,20277.98,176414.00999999998
1351,Options,2666.78,2419.2,2,176064.46,37857.62,138206.84
1352,Options,4926.09,1145.81,25,126810.47,76689.23,50121.240000000005
1353,Options,4628.06,4687.85,15,158244.74,99110.5,59134.23999999999
1354,Options,3871.68,3028.57,4,158897.06,82779.1,76117.95999999999
1355,Stocks,3940.53,1643.28,17,122139.62,28381.8,93757.81999999999
1356,Options,3711.73,4488.21,28,192548.04,84504.47,108043.57
1357,Options,4293.05,3144.77,9,163314.19,98462.69,64851.5
1358,Stocks,2062.46,4251.85,12,186403.87,42339.51,144064.36
1359,Options,3500.69,645.29,16,121856.79,72149.29,49707.5
1360,Options,3341.16,2168.9,9,129230.25,37927.72,91302.53
1361,Options,4826.35,1444.43,28,97460.22,67336.52,30123.699999999997
1362,Stocks,2237.06,1935.19,6,74353.49,68445.23,5908.260000000009
1363,Options,4401.3,3203.42,21,117320.03,33205.47,84114.56
1364,Stocks,3985.3,4013.13,18,118096.72,61767.34,56329.380000000005
1365,Stocks,3511.97,3225.22,4,105415.6,40286.82,65128.780000000006
1366,Options,2528.25,2362.18,5,120239.16,37771.05,82468.11
1367,Stocks,3515.82,580.15,10,74644.79,25023.18,49621.60999999999
1368,Options,4173.37,3559.46,19,57827.63,87477.04,-29649.409999999996
1369,Options,1072.14,2376.82,20,117657.85,76932.12,40725.73000000001
1370,Options,1230.29,575.34,17,56460.46,97388.27,-40927.810000000005
1371,Options,2877.61,3313.11,15,129991.63,47045.71,82945.92000000001
1372,Options,3681.46,2989.0,18,198406.36,59853.49,138552.87
1373,Stocks,1286.55,3064.82,8,168903.92,28963.36,139940.56
1374,Stocks,3051.7,4307.32,9,181670.3,34616.82,147053.47999999998
1375,Options,4767.19,4563.95,6,157124.47,40714.68,116409.79000000001
1376,Stocks,2217.08,4526.79,5,107320.68,92454.71,14865.969999999987
1377,Options,4940.87,1625.59,8,137938.86,94655.4,43283.45999999999
1378,Stocks,2852.7,4338.65,28,192167.27,86869.38,105297.88999999998
1379,Options,1333.18,4448.18,17,165263.19,85448.07,79815.12
1380,Stocks,3180.43,4144.17,18,50670.59,26405.8,24264.789999999997
1381,Options,1711.5,3678.74,9,71011.24,45833.16,25178.08
1382,Stocks,4961.02,695.52,1,81270.16,88719.12,-7448.959999999992
1383,Stocks,1930.53,4511.88,6,142900.38,36210.87,106689.51000000001
1384,Stocks,3881.04,4752.5,0,103245.04,36186.31,67058.73
1385,Options,1692.06,4119.66,18,167549.2,23134.13,144415.07
1386,Stocks,4492.01,4551.07,7,71829.13,59877.0,11952.130000000005
1387,Stocks,4489.59,1679.54,21,188326.65,42740.13,145586.52
1388,Options,4987.94,3572.89,25,155985.03,26696.91,129288.12
1389,Stocks,4737.87,3721.68,21,156842.41,89515.74,67326.67
1390,Options,1489.71,3343.08,13,150814.31,72988.97,77825.34
1391,Stocks,3364.26,2297.81,15,86304.57,20656.46,65648.11000000002
1392,Options,1480.57,1400.19,7,142092.52,22495.4,119597.12
1393,Stocks,2801.7,4693.83,13,163622.92,63554.49,100068.43000000002
1394,Options,3006.72,4069.77,0,75280.93,48282.2,26998.729999999996
1395,Options,4751.54,2460.9,0,78929.16,35165.65,43763.51
1396,Options,2370.56,4253.14,15,70211.69,94553.65,-24341.959999999992
1397,Stocks,3922.45,1672.91,25,142673.26,67679.71,74993.55
1398,Options,4350.29,4091.96,4,119401.58,24431.98,94969.6
1399,Options,2365.46,952.13,8,149892.41,65260.34,84632.07
1400,Options,2438.01,3278.18,14,181723.97,95225.7,86498.27
1401,Options,1228.2,4579.5,0,136894.41,47598.97,89295.44
1402,Options,3616.66,894.54,16,178857.0,41209.05,137647.95
1403,Stocks,3202.2,2726.99,23,132404.7,83335.22,49069.48000000001
1404,Options,3531.84,1493.27,1,102124.87,70427.31,31697.559999999998
1405,Options,4532.14,4367.16,1,66060.44,86148.58,-20088.14
1406,Stocks,4815.26,4631.18,16,133970.16,36833.78,97136.38
1407,Stocks,3462.92,4761.92,27,133603.25,34465.23,99138.01999999999
1408,Stocks,1674.04,4485.81,16,144228.36,48862.45,95365.90999999999
1409,Stocks,4518.24,3188.59,13,194593.64,92095.1,102498.54000000001
1410,Stocks,4233.86,1410.89,6,70957.97,69189.5,1768.4700000000012
1411,Stocks,4840.09,3519.0,3,63420.74,51055.36,12365.379999999997
1412,Options,2937.23,4196.73,21,85829.56,59926.12,25903.439999999995
1413,Options,1191.3,708.01,20,187068.34,43312.14,143756.2
1414,Options,4049.0,4408.01,30,100570.31,80489.26,20081.050000000003
1415,Stocks,1348.52,1647.92,12,131431.72,39932.13,91499.59
1416,Options,1271.69,4672.1,19,75885.0,92933.24,-17048.240000000005
1417,Options,2853.31,553.35,11,86923.97,47187.4,39736.57
1418,Stocks,3600.94,4295.49,0,152461.29,91605.45,60855.84000000001
1419,Stocks,3483.34,3367.61,29,182206.8,99580.3,82626.49999999999
1420,Stocks,2021.23,3892.71,9,79272.97,46367.95,32905.020000000004
1421,Options,2044.09,3497.78,18,172552.0,42828.17,129723.83
1422,Stocks,1922.82,3290.43,4,56167.41,72871.49,-16704.08
1423,Stocks,4015.85,3749.93,1,124399.69,82013.47,42386.22
1424,Options,3701.8,3166.35,30,149581.78,38391.81,111189.97
1425,Options,4066.19,1938.29,1,151065.52,78775.12,72290.4
1426,Options,3840.96,4023.3,16,129050.25,41259.42,87790.83
1427,Stocks,4418.87,3054.44,3,65148.08,53695.34,11452.740000000005
1428,Stocks,1482.53,3659.55,24,100332.78,59130.16,41202.619999999995
1429,Options,1810.94,1409.69,19,123500.86,41608.57,81892.29000000001
1430,Options,1320.39,2151.93,6,174762.11,92985.43,81776.68
1431,Options,4895.22,4064.78,11,63128.9,51860.42,11268.480000000003
1432,Stocks,3831.96,3808.42,20,141712.85,20749.27,120963.58
1433,Stocks,2450.41,2802.82,24,143224.06,64130.29,79093.76999999999
1434,Stocks,3518.91,4077.49,28,127879.24,48981.58,78897.66
1435,Options,4896.61,2996.98,5,135863.05,60994.81,74868.23999999999
1436,Stocks,1682.34,2439.54,7,61759.99,32867.89,28892.1
1437,Options,3967.4,4145.9,26,181926.75,25245.67,156681.08000000002
1438,Stocks,1545.07,2695.65,8,135966.81,42666.81,93300.0
1439,Options,3670.63,3231.7,14,82848.69,58452.7,24395.990000000005
1440,Stocks,4727.42,4491.95,0,114831.87,97174.98,17656.89
1441,Options,3125.92,625.77,28,159701.11,44054.45,115646.65999999999
1442,Options,3780.45,3227.83,21,121009.46,67925.73,53083.73000000001
1443,Options,2803.22,4069.7,10,140877.49,89161.99,51715.499999999985
1444,Stocks,4505.41,3621.63,16,118848.74,38756.53,80092.21
1445,Stocks,3974.56,1856.15,17,164925.83,42984.04,121941.78999999998
1446,Options,3670.88,2249.53,24,122113.16,99400.06,22713.100000000006
1447,Stocks,3534.21,802.07,12,192549.07,80396.69,112152.38
1448,Stocks,4606.99,4811.1,18,57645.08,38629.75,19015.33
1449,Stocks,4643.0,3486.12,20,129371.33,34631.88,94739.45000000001
1450,Options,2363.13,3815.76,12,65901.92,71642.44,-5740.520000000004
1451,Stocks,1678.01,4348.92,28,84948.15,37524.86,47423.28999999999
1452,Stocks,4177.32,2851.26,9,130648.64,69841.57,60807.06999999999
1453,Stocks,1130.21,1696.75,0,69227.16,77499.06,-8271.899999999994
1454,Options,3236.63,1297.0,21,151165.56,35739.58,115425.98
1455,Options,1106.34,4308.28,22,104981.77,53354.61,51627.16
1456,Options,3341.55,1257.02,9,101746.39,86902.41,14843.979999999996
1457,Stocks,2596.89,1511.86,6,64631.15,72564.48,-7933.3299999999945
1458,Stocks,3875.0,552.29,6,98761.89,87023.81,11738.080000000002
1459,Stocks,1826.75,2622.07,9,179240.57,62280.02,116960.55000000002
1460,Options,3496.25,1590.27,21,148941.4,61432.81,87508.59
1461,Stocks,2629.38,4111.01,17,83856.62,89463.45,-5606.830000000002
1462,Stocks,2590.1,750.85,13,177556.56,75395.51,102161.05
1463,Stocks,4765.81,1596.99,22,59125.7,64080.24,-4954.540000000001
1464,Options,4800.58,3753.77,23,91583.52,79000.02,12583.5
1465,Stocks,1486.19,3595.64,11,55899.21,85736.88,-29837.670000000006
1466,Options,2973.47,4428.44,20,158735.62,32481.73,126253.89
1467,Options,1264.09,3794.16,27,69958.95,51668.19,18290.759999999995
1468,Stocks,4051.82,2601.02,30,159205.67,82871.73,76333.94000000002
1469,Stocks,3219.93,2452.89,22,60885.26,22136.55,38748.71000000001
1470,Stocks,2981.12,3432.83,24,125207.08,50208.85,74998.23000000001
1471,Options,1216.92,1027.89,12,120761.64,38454.75,82306.89
1472,Options,2950.05,1410.1,14,102583.71,20860.57,81723.14000000001
1473,Stocks,3160.38,4666.39,22,135903.27,39846.26,96057.00999999998
1474,Options,3025.56,966.84,18,158024.56,67902.26,90122.3
1475,Stocks,2267.26,4471.45,18,196298.25,91190.05,105108.2
1476,Stocks,4566.68,3695.85,3,117994.5,43454.31,74540.19
1477,Options,1178.38,764.23,13,71632.09,90032.38,-18400.290000000008
1478,Options,1261.79,1078.26,9,152647.99,61721.8,90926.18999999999
1479,Stocks,4456.44,3647.44,13,82344.52,52145.71,30198.810000000005
1480,Options,1002.03,4880.56,9,186874.68,28088.52,158786.16
1481,Stocks,3645.35,3710.09,20,126829.46,71061.94,55767.520000000004
1482,Options,1279.06,4993.95,19,146895.03,98644.91,48250.119999999995
1483,Stocks,4138.98,3087.0,3,91801.66,37051.56,54750.100000000006
1484,Stocks,2804.39,4823.0,20,70757.69,41318.74,29438.950000000004
1485,Options,1428.04,2147.59,0,81797.91,87208.49,-5410.580000000002
1486,Options,3923.77,3683.09,3,110346.98,65586.95,44760.03
1487,Options,3174.85,3819.23,14,113820.85,55461.19,58359.66
1488,Options,1726.61,1923.61,12,170107.83,72982.28,97125.54999999999
1489,Options,2662.8,2174.24,9,114319.38,77097.52,37221.86
1490,Stocks,2900.14,1475.85,17,72776.87,79992.97,-7216.100000000006
1491,Stocks,2191.09,2153.91,7,121361.1,95768.83,25592.270000000004
1492,Stocks,3720.49,3257.4,3,66999.15,60736.25,6262.899999999994
1493,Options,4879.18,1147.92,12,107146.49,96423.01,10723.48000000001
1494,Options,2343.43,3177.49,8,101616.38,21753.74,79862.64
1495,Options,1275.79,3867.29,16,186137.17,41031.2,145105.97000000003
1496,Stocks,2141.88,3582.83,27,174346.75,65131.8,109214.95
1497,Options,4594.99,1453.9,5,187402.16,33619.26,153782.9
1498,Stocks,2159.77,4059.8,21,62617.59,55795.5,6822.0899999999965
1499,Stocks,2299.04,1774.07,11,171207.99,81604.56,89603.43
1500,Options,2493.25,3201.28,25,179881.3,33528.45,146352.84999999998
1501,Options,2220.82,735.92,14,79713.38,21745.83,57967.55
1502,Options,4206.24,2382.8,7,135551.28,93209.34,42341.94
1503,Stocks,1873.8,4759.33,23,76770.67,91120.32,-14349.650000000009
1504,Stocks,3634.55,1492.41,25,183328.2,83817.14,99511.06000000001
1505,Options,1246.3,3037.42,21,151696.47,50630.53,101065.94
1506,Stocks,2978.18,4789.05,14,148303.95,35262.48,113041.47
1507,Options,4582.79,1972.43,3,167471.43,25110.83,142360.59999999998
1508,Options,3243.3,4249.11,14,147558.45,68167.88,79390.57
1509,Options,2335.59,1984.49,24,153190.41,24882.59,128307.82
1510,Stocks,3054.55,2610.76,29,107297.48,72204.35,35093.12999999999
1511,Options,2569.17,760.21,15,119016.31,97853.64,21162.67
1512,Options,2653.55,942.43,5,189810.6,98217.55,91593.05
1513,Options,2154.27,2624.39,20,99977.31,24098.87,75878.44
1514,Stocks,4226.91,825.97,23,143843.0,91795.02,52047.979999999996
1515,Stocks,1831.25,3605.56,17,96911.24,33412.58,63498.66
1516,Stocks,2246.95,2236.4,28,173129.5,31026.05,142103.45
1517,Options,2378.65,912.44,5,117603.22,82405.62,35197.600000000006
1518,Options,1809.28,882.01,4,169205.07,82503.48,86701.59000000001
1519,Options,2785.08,2647.22,30,147736.04,52289.37,95446.67000000001
1520,Stocks,1159.65,3271.08,2,190346.77,48820.08,141526.69
1521,Stocks,3398.76,1017.3,10,57209.74,98601.94,-41392.200000000004
1522,Options,3943.61,2261.75,3,71529.62,26717.29,44812.329999999994
1523,Stocks,4201.14,3216.21,26,93191.14,45896.94,47294.2
1524,Options,2307.86,1385.35,18,127423.05,40968.15,86454.9
1525,Options,1626.05,2703.5,7,80416.89,76419.54,3997.350000000006
1526,Options,4431.13,4041.93,4,175451.83,42401.09,133050.74
1527,Stocks,2591.7,4824.53,17,153612.71,36522.89,117089.81999999999
1528,Stocks,3571.15,4227.6,29,51779.82,81090.94,-29311.120000000003
1529,Stocks,1205.71,1489.32,2,136620.85,66664.09,69956.76000000001
1530,Options,2597.25,2752.46,29,161638.07,21552.73,140085.34
1531,Options,4071.22,3633.6,15,66332.22,74547.4,-8215.179999999993
1532,Stocks,2315.94,771.02,1,188056.94,99256.43,88800.51000000001
1533,Options,3557.9,3205.97,29,124478.01,56696.36,67781.65
1534,Stocks,1855.85,3987.07,25,93380.58,88437.77,4942.809999999998
1535,Stocks,1619.73,4358.33,7,61400.14,37263.77,24136.370000000003
1536,Stocks,1090.33,3201.08,10,84486.28,53249.71,31236.57
1537,Stocks,4684.82,2244.03,8,153135.98,44737.1,108398.88
1538,Options,3598.1,3771.21,21,61002.53,24681.09,36321.44
1539,Options,1129.72,555.11,30,118784.95,57600.99,61183.96
1540,Stocks,4498.35,4157.87,13,183346.35,74690.02,108656.33
1541,Options,2514.26,3233.18,19,118341.63,33197.97,85143.66
1542,Options,1822.6,4323.78,22,178712.07,61379.45,117332.62000000001
1543,Options,3693.61,2068.61,22,103385.32,58988.86,44396.46000000001
1544,Options,1259.19,2714.65,8,81897.43,21917.84,59979.59
1545,Stocks,2160.35,3301.69,7,93611.82,28970.07,64641.75000000001
1546,Options,1720.39,3066.02,8,173897.08,91902.17,81994.90999999999
1547,Options,4475.93,4503.31,16,124808.17,94181.39,30626.78
1548,Stocks,2890.01,3836.48,3,155825.25,83135.46,72689.79
1549,Options,2068.98,4718.41,1,159633.66,33680.43,125953.23000000001
1550,Stocks,4522.15,763.58,30,182996.17,97598.79,85397.38000000002
1551,Stocks,1798.1,2845.53,17,190659.31,49956.62,140702.69
1552,Options,1543.5,2677.61,28,86459.52,87620.44,-1160.9199999999983
1553,Stocks,1130.68,2567.93,13,94119.41,72521.58,21597.83
1554,Stocks,3232.92,801.17,2,195736.74,85186.39,110550.34999999999
1555,Options,2090.44,3473.9,22,186973.17,38437.29,148535.88
1556,Stocks,2255.69,3601.0,19,183454.08,77198.1,106255.97999999998
1557,Options,4309.48,1728.4,4,118278.81,94524.52,23754.289999999994
1558,Stocks,2049.15,658.41,17,131501.13,62138.03,69363.1
1559,Options,4420.24,2259.51,2,160464.53,84414.67,76049.86
1560,Stocks,3653.05,1521.22,9,69680.93,63743.18,5937.749999999993
1561,Options,2837.5,1932.51,9,112941.9,62023.19,50918.70999999999
1562,Stocks,2691.47,1435.4,11,128334.43,84085.98,44248.45
1563,Options,1888.68,4025.42,13,76696.51,96748.05,-20051.540000000008
1564,Stocks,3598.98,2764.93,2,84757.18,56842.77,27914.409999999996
1565,Stocks,2224.6,1829.76,3,199080.57,39534.0,159546.57
1566,Stocks,4609.35,2140.15,0,193531.6,55551.29,137980.31
1567,Stocks,4384.62,3410.1,3,142693.99,66521.39,76172.59999999999
1568,Stocks,3270.96,3675.08,8,102647.76,56772.3,45875.45999999999
1569,Options,1696.72,3886.53,22,82268.78,24069.02,58199.759999999995
1570,Stocks,1638.47,1954.68,3,96658.07,32247.06,64411.01000000001
1571,Options,3201.08,2729.2,19,150910.97,60083.21,90827.76000000001
1572,Stocks,3731.7,2881.81,6,177028.17,96174.44,80853.73000000001
1573,Stocks,4669.2,2401.92,0,58568.33,79222.09,-20653.759999999995
1574,Stocks,3809.58,1636.8,3,112389.52,23777.76,88611.76000000001
1575,Stocks,1162.3,3572.39,11,198327.58,36965.93,161361.65
1576,Options,4366.4,2246.94,19,55467.92,45361.38,10106.54
1577,Options,4134.64,3046.33,29,191868.74,74722.78,117145.95999999999
1578,Options,1575.21,2196.96,13,154671.35,89099.13,65572.22
1579,Stocks,3960.94,3680.14,24,147856.4,86305.21,61551.18999999999
1580,Options,1594.85,2397.77,20,82306.68,61393.23,20913.44999999999
1581,Stocks,2366.32,4131.96,28,174022.87,24260.95,149761.91999999998
1582,Options,4986.53,1043.21,28,114742.58,89360.59,25381.990000000005
1583,Stocks,4163.14,3174.74,22,110070.4,67392.08,42678.31999999999
1584,Options,1914.91,1144.81,30,176150.11,52143.03,124007.07999999999
1585,Options,4329.15,4951.74,23,54739.36,75387.79,-20648.429999999993
1586,Stocks,1018.9,1076.2,3,137860.85,29916.24,107944.61
1587,Options,4583.36,1562.99,6,133308.08,76736.01,56572.06999999999
1588,Stocks,2790.35,2012.06,13,139764.2,91491.38,48272.82000000001
1589,Options,3538.29,570.87,26,94058.64,53466.06,40592.58
1590,Options,1344.95,3145.25,16,110147.93,58043.54,52104.38999999999
1591,Stocks,4596.92,1092.27,1,187283.88,32150.47,155133.41
1592,Stocks,4166.82,1876.14,29,73041.84,84265.4,-11223.559999999998
1593,Stocks,2846.96,3434.18,17,173901.29,48381.41,125519.88
1594,Options,2941.6,1675.83,2,67469.94,20706.99,46762.95
1595,Stocks,2517.27,1625.49,22,175610.28,43447.49,132162.79
1596,Options,3575.28,3205.21,18,194168.95,25327.51,168841.44
1597,Stocks,4433.02,3664.31,28,91513.52,65459.71,26053.810000000005
1598,Options,2077.27,3384.14,15,168497.48,98732.52,69764.96
1599,Stocks,3664.99,2810.31,15,97693.32,39779.78,57913.54000000001
1600,Options,4911.26,3898.43,0,133099.64,79016.92,54082.720000000016
1601,Stocks,1194.93,3541.81,22,111438.59,98229.98,13208.61
1602,Stocks,4121.91,3208.73,10,134183.87,95189.86,38994.009999999995
1603,Stocks,1719.69,3298.93,29,81036.28,53849.34,27186.940000000002
1604,Stocks,1633.52,1645.97,29,154158.54,53086.11,101072.43000000001
1605,Options,1786.24,4654.26,19,107555.24,24492.02,83063.22
1606,Options,2599.0,1100.85,4,80393.41,58249.31,22144.100000000006
1607,Options,2996.29,4462.23,29,117242.71,93225.82,24016.89
1608,Stocks,4590.26,4617.39,25,143771.12,94035.87,49735.25
1609,Stocks,3295.45,2174.8,2,172280.51,41102.79,131177.72
1610,Stocks,4409.26,1479.05,23,135653.12,89007.72,46645.399999999994
1611,Options,1604.33,1461.88,12,126071.65,24737.54,101334.10999999999
1612,Stocks,2957.89,1476.87,29,141297.43,30298.65,110998.78
1613,Stocks,1000.56,766.67,29,153967.54,93148.68,60818.860000000015
1614,Options,1062.18,1649.84,5,91242.36,84970.6,6271.759999999995
1615,Options,3233.3,1388.48,19,166316.56,36635.05,129681.51
1616,Stocks,3306.88,838.49,22,123559.46,69762.83,53796.630000000005
1617,Options,3157.48,1962.08,1,144936.03,59521.56,85414.47
1618,Options,2334.96,1853.52,25,190104.67,64971.66,125133.01000000001
1619,Stocks,2253.34,4219.01,3,161051.12,33467.35,127583.76999999999
1620,Options,4563.81,4295.16,27,193374.2,75600.27,117773.93000000001
1621,Options,3652.97,3665.23,8,65013.1,47931.14,17081.96
1622,Stocks,1864.3,1382.41,6,70371.07,88863.78,-18492.709999999992
1623,Stocks,1837.99,4769.98,1,195395.19,39842.12,155553.07
1624,Options,1017.12,1652.87,25,181221.83,85029.18,96192.65
1625,Options,2359.67,767.85,22,137174.21,78876.28,58297.92999999999
1626,Options,2772.74,1265.54,8,166080.14,63068.28,103011.86000000002
1627,Stocks,3423.75,667.05,13,187211.11,40401.67,146809.44
1628,Stocks,2907.76,3921.29,19,120091.33,24578.05,95513.28
1629,Stocks,3817.55,3064.18,25,65357.38,94392.73,-29035.35
1630,Stocks,1369.04,3451.72,14,113101.62,96796.55,16305.069999999992
1631,Options,3273.88,649.57,29,139669.86,22200.47,117469.38999999998
1632,Stocks,3945.16,3949.03,5,107431.21,52909.4,54521.810000000005
1633,Stocks,2460.46,2999.9,20,119645.6,21360.1,98285.5
1634,Stocks,2406.76,2442.92,13,52506.43,22874.95,29631.48
1635,Stocks,3481.69,2862.33,29,148500.75,51487.08,97013.67
1636,Options,4257.17,4994.71,11,184898.07,93677.14,91220.93000000001
1637,Stocks,2248.39,2153.86,10,163070.65,82592.88,80477.76999999999
1638,Stocks,3955.29,3458.97,20,59313.03,67069.79,-7756.759999999995
1639,Options,4581.58,4761.55,18,151915.05,26951.46,124963.59
1640,Options,4288.3,2349.19,3,126134.66,59477.52,66657.14000000001
1641,Options,3530.62,3958.79,5,151759.5,20689.2,131070.3
1642,Stocks,4049.27,3445.3,8,196271.44,41452.52,154818.92
1643,Stocks,4530.89,3391.48,20,82628.45,98251.5,-15623.050000000003
1644,Stocks,1082.13,3474.16,13,126535.0,89918.32,36616.67999999999
1645,Options,1443.77,2738.3,16,156945.26,97560.12,59385.140000000014
1646,Options,1339.06,4310.42,14,175676.82,91203.0,84473.82
1647,Stocks,2535.23,4371.4,23,124296.73,90869.86,33426.869999999995
1648,Options,3906.79,3142.66,19,81026.88,43253.42,37773.46000000001
1649,Stocks,1698.22,3645.05,13,63744.27,78154.54,-14410.269999999997
1650,Stocks,2204.95,1886.35,7,71380.96,50337.36,21043.600000000006
1651,Options,1894.38,1487.68,13,68993.73,58369.22,10624.509999999995
1652,Options,4264.6,4152.42,29,63214.82,63871.03,-656.2099999999991
1653,Stocks,1063.72,3391.6,19,70330.23,57551.1,12779.129999999997
1654,Stocks,1665.43,2527.61,20,66414.27,20138.46,46275.810000000005
1655,Options,4841.18,1562.31,12,67394.01,31809.67,35584.34
1656,Options,1030.0,4040.06,11,148259.53,73017.62,75241.91
1657,Stocks,2178.06,1454.68,17,154891.86,41928.15,112963.70999999999
1658,Options,1976.91,4481.87,28,115541.58,45022.75,70518.83
1659,Options,3006.74,847.06,26,57237.74,79132.25,-21894.510000000002
1660,Stocks,2994.43,4216.54,13,191121.87,75692.88,115428.98999999999
1661,Options,2114.16,2894.58,27,198586.79,55503.44,143083.35
1662,Stocks,4898.89,4531.08,18,172057.9,83629.9,88428.0
1663,Stocks,4716.34,810.45,8,88977.18,73782.14,15195.039999999994
1664,Stocks,4105.62,4756.46,4,179801.83,69209.67,110592.15999999999
